SrcAddr,DstAddr,Sport,Dport,Proto,State,SrcRate,DstRate
108.177.97.189,192.168.0.14,443,50510,udp,REQ,21.29744,0
192.168.0.13,192.168.0.16,9020,49784,tcp,FIN,455.304352,103.167465
192.168.0.13,192.168.0.24,9020,49784,tcp,CON,0,0
48:cb:89:b9:d5:1f,bc:1c:81:4b:ae:ba,,,ip,INT,0,0
13.228.233.32,192.168.0.13,6000,47501,udp,CON,0,0
192.168.0.14,192.168.0.1,53222,80,tcp,FIN,0,673.942749
192.168.0.1,224.0.0.1,,,igmp,INT,16.806911,0
192.168.0.16,224.0.0.251,,,igmp,INT,0,0
192.168.0.13,224.0.0.251,,,igmp,REQ,0,0
192.168.0.13,239.255.255.250,,,igmp,REQ,0,0
192.168.0.23,224.0.0.251,,,igmp,REQ,0,0
192.168.0.24,104.70.122.58,50966,443,tcp,CON,133.302521,1075.307007
192.168.0.13,192.168.0.1,0x0008,0x014d,icmp,ECO,0,0
192.232.0.13,192.168.0.16,9020,49784,tcp,CON,0,0
163.152.1.1,192.168.0.14,53,52809,udp,INT,0,0
216.58.197.206,192.168.0.14,443,60033,udp,INT,60.813068,0
216.58.197.206,192.168.0.14,443,51736,udp,INT,70.232933,0
192.168.0.23,223.39.118.176,37496,443,tcp,CLO,0,0
192.168.0.13,192.168.0.16,9020,49784,tcp,FIN,249.55423,123.870743
192.168.0.23,224.0.0.251,5353,5353,udp,REQ,15.664652,0
192.168.0.14,192.168.0.1,53223,80,tcp,FIN,0,784.473877
192.168.0.13,192.168.0.16,,,tcp,INT,0,0
48:4b:aa:2c:d8:f9,bc:1c:81:4b:ae:ba,,,unknown,INT,0,0
192.168.0.13,192.160.16.16,9020,49784,tcp,CON,0,0
192.168.0.13,192.168.0.48,9020,49784,tcp,CON,0,0
192.168.0.1,239.255.255.250,42360,1900,udp,INT,193.956665,0
192.168.0.14,192.168.0.1,53224,80,tcp,FIN,0,652.706482
74.125.203.189,192.168.0.14,443,62988,udp,REQ,0,0
223.39.123.194,192.168.0.24,8281,47192,tcp,CON,0.606489,1.819468
192.168.0.24,8.8.8.8,36189,53,tcp,FIN,35.389877,11.796626
192.168.0.1,192.168.0.23,,,arp,CON,0,0
192.168.0.13,192.168.0.16,9020,49784,tcp,FIN,283.802185,112.878159
192.168.0.23,52.78.5.97,50872,443,tcp,FIN,0,0
192.168.0.24,223.39.123.193,58383,8100,tcp,FIN,10.412818,7.598543
192.168.0.24,223.39.118.176,45638,443,tcp,CON,24.541958,20.079784
192.168.0.24,223.39.123.191,51718,443,tcp,CON,35.067211,31.170855
192.168.0.24,223.39.118.176,55291,443,tcp,CON,32.697906,24.523428
108.177.125.188,192.168.0.23,5228,44974,tcp,CON,1.575679,1.050453
192.168.0.23,223.39.118.176,37498,443,tcp,CLO,3.268193,5.719337
192.168.0.23,223.39.118.176,37500,443,tcp,CLO,32.513626,46.96413
192.168.0.23,223.39.118.176,37502,443,tcp,CON,38.498188,86.620918
192.168.0.23,163.152.1.1,10209,53,udp,CON,0,0
192.168.0.23,180.182.59.219,50088,443,tcp,CLO,78.257759,413.648163
192.168.0.23,180.182.59.219,50086,443,tcp,CLO,98.2593,309.894714
192.168.0.23,180.182.59.219,50090,443,tcp,CLO,48.846012,187.243042
192.168.0.23,180.182.59.219,50092,443,tcp,CLO,58.477089,242.262238
192.168.0.23,104.76.84.32,49360,443,tcp,RST,141.723358,141.723358
192.168.0.23,104.76.84.32,49364,443,tcp,FIN,0,237.812119
192.168.0.23,104.76.84.32,49362,443,tcp,RST,383.509125,191.754562
192.168.0.24,104.70.122.58,50966,443,tcp,CON,54.473015,1128.369629
192.168.0.14,192.168.0.1,53225,80,tcp,FIN,0,692.258057
e1:a6:a0:2c:d8:f9,fc:55:61:cf:ae:ba,,,pup.3,INT,0,0
108.177.97.189,192.168.0.14,443,50510,udp,REQ,0,0
192.168.0.13,192.168.0.16,9020,49784,tcp,RST,232.572342,116.687851
223.39.123.194,192.168.160.215,42345,56869,tcp,RST,0,0
223.39.123.194,192.168.0.24,8281,47192,tcp,CON,1118.449097,1331.487061
192.168.0.24,223.39.123.194,47192,8289,tcp,CON,0,0
192.168.0.16,163.152.1.1,51550,53,udp,CON,0,0
192.168.0.16,18.136.162.179,57217,443,tcp,CON,8.580546,21.451366
210.103.251.72,192.168.0.16,5223,49787,tcp,FIN,0,386.996918
192.168.0.24,223.39.123.191,51718,443,tcp,FIN,27.227184,27.227184
192.168.0.14,192.168.0.1,53226,80,tcp,FIN,0,620.45813
192.168.0.13,192.168.0.1,0x0008,0x014d,icmp,ECO,0,0
192.168.0.1,192.168.0.24,,,arp,CON,0,0
192.168.0.24,163.152.1.1,32907,53,udp,CON,0,0
192.168.0.24,222.239.240.107,57678,443,tcp,RST,54.087742,295.433807
192.168.0.24,223.39.123.245,52699,7000,tcp,FIN,38.548943,36.68367
192.168.0.24,223.39.118.176,50059,443,tcp,CON,16.327477,13.358844
216.58.197.206,192.168.0.14,443,51736,udp,REQ,0,0
108.177.125.188,192.168.0.23,5228,44974,tcp,CON,0,0
192.168.0.23,223.39.118.176,37498,443,tcp,CLO,1.542087,1.799101
192.168.0.13,192.168.0.16,9020,49784,tcp,RST,245.042114,101.864616
192.168.0.13,192.168.0.16,41759,22389,tcp,CON,0,0
192.168.0.14,192.168.0.1,53227,80,tcp,FIN,0,735.602112
192.168.0.24,223.39.118.176,53787,443,tcp,RST,274.423706,0
192.168.0.24,223.39.118.176,45638,443,tcp,FIN,26.442434,79.327309
192.168.0.24,223.39.118.176,55291,443,tcp,FIN,24.14934,24.14934
192.168.0.23,223.39.118.176,37500,443,tcp,FIN,0,189.663345
192.168.0.23,223.39.118.176,37502,443,tcp,FIN,0,148.345947
192.168.0.1,192.168.0.13,,,arp,CON,0,0
74.125.203.189,192.168.0.14,443,62988,udp,REQ,0,0
192.168.0.23,223.39.118.176,37512,443,tcp,CON,44.734474,150.978851
192.168.0.23,223.39.118.176,37514,443,tcp,CON,49.230042,118.152107
192.168.0.23,223.39.118.176,37516,443,tcp,CON,72.13446,389.526062
192.168.0.23,223.39.118.176,37518,443,tcp,CON,87.759323,561.659668
192.168.0.24,104.70.122.58,50966,443,tcp,CON,149.556671,932.948792
192.168.0.23,163.152.1.1,31322,53,udp,CON,0,0
192.168.0.23,211.233.18.24,40278,443,tcp,CLO,158.340134,433.969238
192.168.0.23,211.233.18.24,40276,443,tcp,CLO,230.362885,675.38208
192.168.0.23,211.233.18.24,40282,443,tcp,CLO,155.097153,611.52594
192.168.0.23,211.233.18.24,40280,443,tcp,CLO,172.751358,407.885162
100.26.141.180,9.70.122.58,50966,443,tcp,CON,0,0
192.168.0.23,180.182.59.219,50092,443,tcp,RST,420.212219,315.15918
192.168.0.23,180.182.59.219,50090,443,tcp,RST,106.746376,106.746376
192.168.0.23,180.182.59.219,50086,443,tcp,FIN,77.357468,0
192.168.0.23,180.182.59.219,50088,443,tcp,FIN,1.080434,1.080434
192.168.0.13,3.0.230.212,33397,8820,tcp,CON,11.415525,0
192.168.0.14,192.168.0.1,53228,80,tcp,FIN,0,622.379761
192.168.0.23,224.0.0.251,5353,5353,udp,REQ,17.965981,0
192.168.0.13,192.168.0.16,9020,49784,tcp,FIN,258.898071,144.054565
108.177.97.189,192.168.0.14,443,50510,udp,REQ,0,0
13.228.233.32,192.168.0.13,6000,47501,udp,CON,0,0
192.168.0.23,223.39.118.176,37498,443,tcp,CLO,1.938236,3.230394
192.168.0.13,239.255.255.250,33532,1900,udp,INT,14.798481,0
192.168.0.1,192.168.0.13,1900,33532,udp,INT,0,0
192.168.0.24,223.39.123.191,53354,443,tcp,CON,38.831249,49.421589
192.168.0.16,192.168.64.13,49784,9020,tcp,CON,0,0
223.39.123.194,192.168.0.24,8281,47192,tcp,CON,0,0
108.177.125.188,192.168.0.23,5228,44974,tcp,CON,9.04061,9.04061
192.168.0.13,192.168.0.1,51249,57592,tcp,REQ,0.666571,0
192.168.0.14,192.168.0.1,53229,80,tcp,FIN,0,760.701904
192.168.0.23,163.152.1.1,6955,53,udp,CON,0,0
192.168.0.23,50.16.244.244,42570,443,tcp,CON,4.648763,9.297525
192.168.0.24,223.39.118.176,50059,443,tcp,FIN,27.224218,27.224218
192.168.0.13,192.168.0.16,9020,49784,tcp,FIN,300.065125,139.26564
192.168.0.205,193.168.0.16,9020,49784,tcp,CON,0,0
192.168.0.1,224.0.0.1,,,igmp,INT,12.981787,0
48:4b:aa:2c:d8:f9,bc:1c:81:4b:ae:ba,,,unknown,INT,0,0
48:4b:aa:2c:d8:f9,bc:1c:81:4b:ae:ba,,,unknown,INT,0,0
192.168.0.13,239.255.255.250,,,igmp,REQ,0,0
192.168.0.13,224.0.0.251,,,igmp,REQ,0,0
192.168.0.23,224.0.0.251,,,igmp,REQ,0,0
192.168.0.24,223.39.123.191,53354,443,tcp,FIN,0,0
192.168.0.16,224.0.0.251,,,igmp,INT,0,0
192.168.0.13,192.168.0.1,0x0008,0x014d,icmp,ECO,0,0
192.168.0.14,192.168.0.1,53230,80,tcp,FIN,0,721.857117
192.168.0.23,223.39.118.176,37512,443,tcp,FIN,0,212.652847
192.168.0.23,223.39.118.176,37514,443,tcp,FIN,0,195.752182
192.168.0.23,223.39.118.176,37516,443,tcp,FIN,0,386.996918
192.168.0.23,223.39.118.176,37518,443,tcp,FIN,0,199.143692
192.168.0.24,104.70.122.58,50966,443,tcp,CON,151.415741,1206.278687
192.168.0.13,192.168.0.16,9020,49784,tcp,FIN,202.128799,79.283279
192.168.0.13,192.168.0.16,,,tcp,INT,0,0
198.252.206.25,192.168.0.14,443,52650,tcp,CON,0,0
192.168.0.16,192.168.0.13,49791,9010,tcp,RST,330.486511,260.9104
192.168.0.16,18.136.162.179,57217,443,tcp,CON,7.998884,5.332589
192.168.0.16,18.136.162.179,57218,443,tcp,CON,7.149611,4.468507
192.168.0.16,18.136.162.179,57219,443,tcp,CON,7.834443,8.813748
192.168.0.16,18.136.162.179,57220,443,tcp,CON,7.83478,4.896738
192.168.0.14,192.168.0.1,53231,80,tcp,FIN,0,1027.636841
17.252.141.84,192.168.0.16,5223,49768,tcp,CON,6.016956,6.016956
192.168.0.23,223.39.118.176,37498,443,tcp,FIN,0,137.978607
74.125.203.189,192.168.0.14,443,62988,udp,REQ,0,0
192.168.0.23,52.78.5.97,50872,16827,tcp,CON,0,0
192.168.0.24,223.39.123.191,33760,443,tcp,RST,0,0
192.168.0.23,163.152.1.1,9051,53,udp,CON,0,0
192.168.0.23,104.75.19.88,38102,443,tcp,CLO,77.773796,186.65712
192.168.0.23,211.233.18.24,40280,443,tcp,FIN,1.86112,1.86112
192.168.0.24,223.39.118.176,45638,443,tcp,RST,0,0
192.168.0.24,223.39.123.191,51718,443,tcp,RST,0,0
192.168.0.24,223.39.118.176,55291,443,tcp,RST,0,0
108.177.97.189,192.168.0.14,443,50510,udp,REQ,0,0
192.168.0.24,223.39.118.176,50059,443,tcp,RST,0,0
192.168.0.1,192.168.0.16,,,arp,CON,0,0
192.168.0.14,192.168.0.1,53232,80,tcp,FIN,0,723.002197
17.252.141.84,192.168.0.16,5223,49768,tcp,CON,2.171534,2.171534
192.168.0.14,192.168.0.1,53233,80,tcp,FIN,0,951.809021
192.168.0.16,18.136.162.179,57217,443,tcp,CON,2.280408,5.390054
192.168.0.23,224.0.0.251,5353,5353,udp,REQ,21.564156,0
192.168.0.24,104.70.122.58,50966,443,tcp,CON,106.405617,0
192.168.0.23,54.243.33.91,55752,443,tcp,CON,0,0
192.168.0.23,163.152.1.1,39749,53,udp,CON,0,0
192.168.0.23,163.152.11.6,54803,53,udp,CON,0,0
192.168.0.13,192.168.0.1,0x0008,0x014d,icmp,ECO,0,0
192.168.0.23,172.217.31.136,50318,443,tcp,CON,13.488906,0
192.168.0.16,163.152.1.1,51868,53,udp,CON,0,0
192.168.0.16,192.168.0.13,49792,9010,tcp,RST,276.250031,175.795486
192.168.0.16,192.168.0.13,49793,9020,tcp,CON,162.367844,272.157532
192.168.0.16,224.0.0.251,5353,5353,udp,INT,31.56192,0
fe80::df:76c6:92ef:4d18,ff02::fb,5353,5353,udp,INT,31.5679,0
192.168.0.14,192.168.0.1,53234,80,tcp,FIN,0,294.342987
13.228.233.32,192.168.0.13,6000,47501,udp,CON,0,0
172.217.25.99,192.168.0.14,443,54028,udp,INT,80.30838,0
192.168.0.23,54.243.33.91,55752,443,tcp,FIN,0,4.961819
74.125.203.189,192.168.0.14,443,62988,udp,REQ,0,0
192.168.0.14,192.168.0.1,53235,80,tcp,FIN,0,813.809082
108.177.97.189,192.168.0.14,443,50510,udp,REQ,0,0
32.196.13.78,219.161.37.68,,,gmtp,INT,0,0
192.168.0.1,192.168.0.23,,,arp,CON,0,0
192.168.0.16,192.168.0.13,49793,9020,tcp,RST,107.10775,238.840286
192.168.0.13,3.0.230.212,33397,8820,tcp,CON,11.360538,0
192.168.0.24,104.70.122.58,50966,443,tcp,CON,24.294441,133.619415
192.168.0.16,163.152.1.1,57003,53,udp,CON,0,0
192.168.0.16,13.228.245.106,57221,80,tcp,CON,12.660979,4.220326
248.216.201.37,86.238.74.9,,,rsvp,INT,0,0
192.168.0.14,192.168.0.1,53236,80,tcp,FIN,0,935.628784
216.58.197.206,192.168.0.14,443,55359,udp,INT,83.90435,0
192.168.0.16,192.168.0.13,49793,9020,tcp,RST,99.591354,208.786148
216.58.197.206,192.168.0.14,443,63075,udp,INT,36.841232,0
192.168.0.14,192.168.0.1,53237,80,tcp,FIN,0,771.517578
192.168.0.16,192.168.0.13,49794,9010,tcp,RST,218.115479,138.800766
192.168.0.16,192.168.0.13,49795,9010,tcp,RST,271.263367,172.622131
192.168.0.16,192.168.0.13,49796,9020,tcp,CON,149.669449,321.698669
192.168.0.1,224.0.0.1,,,igmp,INT,54.398087,0
192.168.0.16,224.0.0.251,,,igmp,INT,0,0
192.168.0.13,239.255.255.250,,,igmp,REQ,0,0
192.168.0.13,224.0.0.251,,,igmp,REQ,0,0
48:4b:8a:24:d8:f9,b4:1c:81:4b:ae:ba,,,unknown,INT,0,0
66.161.115.169,114.57.197.255,27116,36228,tcp,CON,0,0
192.168.0.13,192.168.0.1,0x0008,0x014d,icmp,ECO,0,0
48:4b:aa:2c:d8:f9,bc:1c:81:4b:ae:ba,,,ip,INT,0,0
192.168.0.193,193.168.0.16,9020,49796,tcp,CON,0,0
198.252.206.25,192.168.0.14,443,52650,tcp,CON,23.121387,0
192.168.0.23,223.39.118.176,37532,443,tcp,CLO,0.921846,2.765538
223.39.123.194,192.168.0.24,8281,47192,tcp,CON,0.503066,0.754599
172.217.25.99,192.168.0.14,443,54028,udp,REQ,220.070419,0
192.168.0.24,223.39.123.191,54716,443,tcp,CLO,123.659798,115.931053
192.168.0.23,224.0.0.251,5353,5353,udp,REQ,2952.755859,0
192.168.0.14,192.168.0.1,53238,80,tcp,FIN,0,786.824463
192.168.0.16,18.136.162.179,57218,443,tcp,RST,22.085293,55.213234
255.218.164.162,81.109.53.79,,,unas,INT,0,0
192.168.0.16,192.168.0.13,49796,9020,tcp,RST,104.356232,180.072098
192.168.0.1,239.255.255.250,42360,1900,udp,INT,402.180328,0
192.168.0.16,192.40.8.29,,,tcp,INT,0,0
192.168.0.16,18.136.162.179,57219,443,tcp,RST,23.089355,11.544678
192.168.0.16,18.136.162.179,57220,443,tcp,RST,22.975565,11.487782
192.168.0.1,192.168.0.13,,,arp,CON,0,0
74.125.203.189,192.168.0.14,443,62988,udp,REQ,0,0
192.168.0.24,104.70.122.58,50966,443,tcp,CON,19.377966,0
192.168.0.24,223.39.118.176,54442,443,tcp,CON,13.532331,20.298496
192.168.0.24,223.39.118.176,37747,443,tcp,CON,16.976671,13.890003
108.177.97.189,192.168.0.14,443,50510,udp,REQ,0,0
44.178.230.69,165.127.48.87,,,unas,INT,0,0
192.168.0.14,192.168.0.1,53239,80,tcp,FIN,0,742.778015
192.168.0.13,192.168.0.16,9064,44665,tcp,CON,0,0
108.177.125.188,192.168.0.23,5228,44974,tcp,CON,10.798378,0
192.168.0.23,223.39.118.176,37532,443,tcp,CLO,0.896127,1.493545
192.168.0.1,192.168.0.24,,,arp,CON,0,0
192.168.0.16,192.168.0.13,49797,9010,tcp,RST,218.644394,139.137344
192.168.0.16,192.168.0.13,49798,9010,tcp,RST,262.223175,238.384705
192.168.0.24,223.39.123.191,54716,443,tcp,FIN,25.712891,25.712891
192.168.0.16,192.168.0.13,49799,9020,tcp,CON,146.802841,243.804718
192.168.0.13,192.168.0.16,,,pri-enc,INT,0,0
223.39.123.194,192.168.0.24,8281,47192,tcp,CON,1.625407,0.812703
192.168.0.14,192.168.0.1,53240,80,tcp,FIN,0,756.478027
192.168.0.24,223.39.118.176,55017,443,tcp,CON,65.666206,126.954659
192.168.0.23,223.39.118.176,37532,443,tcp,CLO,1.283095,0.641548
108.177.125.188,192.168.0.23,5228,44974,tcp,CON,264.27063,0
192.168.0.24,104.70.122.58,50966,443,tcp,CON,8.335265,55.221134
192.168.0.16,192.168.0.13,49799,9020,tcp,FIN,109.986931,239.160217
13.228.233.32,192.168.0.13,6000,47501,udp,CON,0,0
192.168.0.14,192.168.0.1,53241,80,tcp,FIN,0,663.337708
192.168.0.13,192.168.0.1,0x0008,0x014d,icmp,ECO,0,0
192.168.0.24,223.39.118.176,54442,443,tcp,FIN,30.331522,90.994568
192.168.0.24,223.39.118.176,37747,443,tcp,FIN,31.833954,31.833954
104.70.172.53,192.168.0.24,443,50966,tcp,CON,0,0
94.70.122.58,192.168.0.24,,,srp,INT,0,0
176.70.122.58,192.168.0.24,443,50966,tcp,RST,0,0
104.70.122.58,192.168.0.24,443,51014,tcp,CON,0,0
104.70.122.58,192.168.0.24,443,51078,tcp,CON,0,0
104.70.122.58,192.168.160.146,,,tcp,INT,0,0
192.168.0.24,223.39.118.176,58727,443,tcp,CON,29.917057,31.786873
192.168.0.23,223.39.118.176,37532,443,tcp,CLO,0,12.795659
108.177.97.189,192.168.0.14,443,50510,udp,REQ,0,0
192.168.0.16,18.136.162.179,57217,443,tcp,RST,31.726225,42.301632
172.217.25.99,192.168.0.14,443,54028,udp,REQ,0,0
